Hour,Avg_Temp
0,308.7
1,307.76800000000003
2,306.154
3,304.1
4,303.06399999999996
5,301.93999999999994
6,301.1940000000001
7,300.21799999999996
8,299.53599999999994
9,299.20400000000006
10,298.67199999999997
11,298.12
12,297.67199999999997
13,297.01000000000005
14,297.592
15,299.456
16,302.594
17,304.978
18,306.86
19,308.12199999999996
20,309.186
21,309.78600000000006
22,310.262
23,310.456
