Hour,Avg_Temp
0,299.388
1,298.284
2,297.46799999999996
3,296.832
4,296.31000000000006
5,295.83599999999996
6,295.50399999999996
7,295.25600000000003
8,294.934
9,294.62399999999997
10,294.34000000000003
11,293.93
12,293.67400000000004
13,293.934
14,295.192
15,296.928
16,298.398
17,300.02
18,300.886
19,301.686
20,302.462
21,302.86800000000005
22,302.788
23,302.32399999999996
